STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN020040900,"MADRAS MINAMBAKKAM, IN",29-08-2005,,87,95,80
IN020040900,"MADRAS MINAMBAKKAM, IN",30-08-2005,,87,97,81
IN020040900,"MADRAS MINAMBAKKAM, IN",31-08-2005,0.12,86,,77
IN020040900,"MADRAS MINAMBAKKAM, IN",01-09-2005,0,84,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",02-09-2005,,86,96,79
IN020040900,"MADRAS MINAMBAKKAM, IN",03-09-2005,,86,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",04-09-2005,,87,95,79
IN020040900,"MADRAS MINAMBAKKAM, IN",05-09-2005,0,86,95,78
IN020040900,"MADRAS MINAMBAKKAM, IN",06-09-2005,,83,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-09-2005,,81,85,77
IN020040900,"MADRAS MINAMBAKKAM, IN",08-09-2005,,84,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",09-09-2005,,83,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",10-09-2005,,82,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-09-2005,0.47,85,91,75
IN020040900,"MADRAS MINAMBAKKAM, IN",12-09-2005,0,86,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-09-2005,0,87,95,81
IN020040900,"MADRAS MINAMBAKKAM, IN",14-09-2005,,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",15-09-2005,,85,92,80
IN020040900,"MADRAS MINAMBAKKAM, IN",16-09-2005,,86,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",17-09-2005,,87,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",18-09-2005,,87,97,80
IN020040900,"MADRAS MINAMBAKKAM, IN",19-09-2005,,86,94,81
IN020040900,"MADRAS MINAMBAKKAM, IN",20-09-2005,,87,93,81
IN020040900,"MADRAS MINAMBAKKAM, IN",21-09-2005,,87,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",22-09-2005,,86,94,80
IN020040900,"MADRAS MINAMBAKKAM, IN",23-09-2005,0,86,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",24-09-2005,0,86,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-09-2005,1.14,85,95,72
IN020040900,"MADRAS MINAMBAKKAM, IN",26-09-2005,0,85,96,76
IN020040900,"MADRAS MINAMBAKKAM, IN",27-09-2005,,83,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-09-2005,0,82,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",29-09-2005,,79,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-09-2005,,81,91,76
IN020040900,"MADRAS MINAMBAKKAM, IN",01-10-2005,,81,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-10-2005,,80,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-10-2005,,82,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-10-2005,,82,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-10-2005,,82,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-10-2005,,81,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-10-2005,,81,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-10-2005,,82,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-10-2005,,80,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-10-2005,0.63,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-10-2005,0.12,77,82,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-10-2005,2.6,75,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-10-2005,3.7,77,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-10-2005,0.75,81,90,74
IN020040900,"MADRAS MINAMBAKKAM, IN",15-10-2005,0,81,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-10-2005,,81,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-10-2005,,81,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-10-2005,0,75,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-10-2005,0.94,78,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-10-2005,1.38,77,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-10-2005,0.75,80,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-10-2005,0.16,79,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-10-2005,1.3,80,90,77
IN020040900,"MADRAS MINAMBAKKAM, IN",24-10-2005,0.98,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-10-2005,1.08,74,80,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-10-2005,0.51,74,81,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-10-2005,8.31,71,75,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-10-2005,5.91,80,88,68
IN020040900,"MADRAS MINAMBAKKAM, IN",29-10-2005,0.01,85,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",30-10-2005,0,84,92,79
IN020040900,"MADRAS MINAMBAKKAM, IN",31-10-2005,0,83,,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-11-2005,,85,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",02-11-2005,,82,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-11-2005,,81,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-11-2005,,79,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-11-2005,,78,81,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-11-2005,4.21,74,76,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-11-2005,5.28,78,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",08-11-2005,0.98,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-11-2005,0.39,76,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",10-11-2005,0.16,80,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",11-11-2005,0,78,,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-11-2005,0.55,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-11-2005,0,78,,69
IN020040900,"MADRAS MINAMBAKKAM, IN",14-11-2005,,79,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",15-11-2005,,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-11-2005,,78,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",17-11-2005,,78,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",18-11-2005,,78,,68
IN020040900,"MADRAS MINAMBAKKAM, IN",19-11-2005,,79,,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-11-2005,,80,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",21-11-2005,1.54,78,,73
IN020040900,"MADRAS MINAMBAKKAM, IN",22-11-2005,2.64,78,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",23-11-2005,1.69,78,82,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-11-2005,1.22,79,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",25-11-2005,0.75,78,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",26-11-2005,1.65,79,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",27-11-2005,0.2,81,,74
IN020040900,"MADRAS MINAMBAKKAM, IN",28-11-2005,0.01,79,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",29-11-2005,0,78,,71
IN020040900,"MADRAS MINAMBAKKAM, IN",30-11-2005,,79,86,71
IN020040900,"MADRAS MINAMBAKKAM, IN",01-12-2005,,80,,72
IN020040900,"MADRAS MINAMBAKKAM, IN",02-12-2005,0.2,77,80,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-12-2005,11.14,77,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-12-2005,0.87,75,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-12-2005,0.01,77,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-12-2005,0,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-12-2005,,75,,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-12-2005,,76,,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-12-2005,0,74,80,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-12-2005,0.2,74,78,71
IN020040900,"MADRAS MINAMBAKKAM, IN",11-12-2005,0.12,76,83,73
IN020040900,"MADRAS MINAMBAKKAM, IN",12-12-2005,0.2,76,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-12-2005,1.02,78,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-12-2005,0.02,77,,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-12-2005,0,75,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-12-2005,,76,82,70
IN020040900,"MADRAS MINAMBAKKAM, IN",17-12-2005,0.02,73,80,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-12-2005,0,72,75,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-12-2005,1.73,74,79,71
IN020040900,"MADRAS MINAMBAKKAM, IN",20-12-2005,0.35,74,81,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-12-2005,0.04,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-12-2005,0,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-12-2005,,76,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-12-2005,,75,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-12-2005,,76,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-12-2005,,75,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-12-2005,,74,83,66
IN020040900,"MADRAS MINAMBAKKAM, IN",28-12-2005,,75,82,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-12-2005,,74,83,67
IN020040900,"MADRAS MINAMBAKKAM, IN",30-12-2005,,74,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-12-2005,0.02,77,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-01-2006,,74,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-01-2006,,74,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-01-2006,0,74,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-01-2006,,75,82,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-01-2006,,74,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-01-2006,,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-01-2006,,76,83,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-01-2006,0.02,78,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-01-2006,0,76,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-01-2006,,75,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-01-2006,,74,85,68
IN020040900,"MADRAS MINAMBAKKAM, IN",12-01-2006,,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-01-2006,,77,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",14-01-2006,,78,87,70
IN020040900,"MADRAS MINAMBAKKAM, IN",15-01-2006,,77,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-01-2006,,76,84,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-01-2006,,76,86,69
IN020040900,"MADRAS MINAMBAKKAM, IN",18-01-2006,,75,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",19-01-2006,,75,88,64
IN020040900,"MADRAS MINAMBAKKAM, IN",20-01-2006,,75,90,65
IN020040900,"MADRAS MINAMBAKKAM, IN",21-01-2006,,78,,67
IN020040900,"MADRAS MINAMBAKKAM, IN",22-01-2006,,78,92,68
IN020040900,"MADRAS MINAMBAKKAM, IN",23-01-2006,,79,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-01-2006,,80,93,66
IN020040900,"MADRAS MINAMBAKKAM, IN",25-01-2006,,76,87,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-01-2006,,76,85,69
IN020040900,"MADRAS MINAMBAKKAM, IN",27-01-2006,0.04,78,,70
IN020040900,"MADRAS MINAMBAKKAM, IN",28-01-2006,0,76,85,68
IN020040900,"MADRAS MINAMBAKKAM, IN",29-01-2006,,76,85,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-01-2006,,76,86,70
IN020040900,"MADRAS MINAMBAKKAM, IN",31-01-2006,,77,86,68
IN020040900,"MADRAS MINAMBAKKAM, IN",01-02-2006,,77,86,69
IN020040900,"MADRAS MINAMBAKKAM, IN",02-02-2006,,78,86,69
IN020040900,"MADRAS MINAMBAKKAM, IN",03-02-2006,,80,89,70
IN020040900,"MADRAS MINAMBAKKAM, IN",04-02-2006,,80,,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-02-2006,,80,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-02-2006,,77,90,69
IN020040900,"MADRAS MINAMBAKKAM, IN",07-02-2006,,77,87,68
IN020040900,"MADRAS MINAMBAKKAM, IN",08-02-2006,,75,86,66
IN020040900,"MADRAS MINAMBAKKAM, IN",09-02-2006,,76,86,68
IN020040900,"MADRAS MINAMBAKKAM, IN",10-02-2006,,78,88,71
IN020040900,"MADRAS MINAMBAKKAM, IN",11-02-2006,,78,90,70
IN020040900,"MADRAS MINAMBAKKAM, IN",12-02-2006,,77,89,70
IN020040900,"MADRAS MINAMBAKKAM, IN",13-02-2006,,76,89,67
IN020040900,"MADRAS MINAMBAKKAM, IN",14-02-2006,,76,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-02-2006,,77,90,65
IN020040900,"MADRAS MINAMBAKKAM, IN",16-02-2006,,79,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-02-2006,,80,90,70
IN020040900,"MADRAS MINAMBAKKAM, IN",18-02-2006,,80,90,72
IN020040900,"MADRAS MINAMBAKKAM, IN",19-02-2006,,79,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-02-2006,,79,91,70
IN020040900,"MADRAS MINAMBAKKAM, IN",21-02-2006,,78,92,70
IN020040900,"MADRAS MINAMBAKKAM, IN",22-02-2006,,78,93,69
IN020040900,"MADRAS MINAMBAKKAM, IN",23-02-2006,,78,93,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-02-2006,,79,92,68
IN020040900,"MADRAS MINAMBAKKAM, IN",25-02-2006,,79,94,69
IN020040900,"MADRAS MINAMBAKKAM, IN",26-02-2006,,80,91,70
IN020040900,"MADRAS MINAMBAKKAM, IN",27-02-2006,,81,91,72
IN020040900,"MADRAS MINAMBAKKAM, IN",28-02-2006,,83,93,76
IN020040900,"MADRAS MINAMBAKKAM, IN",01-03-2006,,82,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",02-03-2006,,82,92,75
IN020040900,"MADRAS MINAMBAKKAM, IN",03-03-2006,0.47,79,91,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-03-2006,0.2,82,88,
IN020040900,"MADRAS MINAMBAKKAM, IN",05-03-2006,0,82,91,75
IN020040900,"MADRAS MINAMBAKKAM, IN",06-03-2006,,82,91,74
IN020040900,"MADRAS MINAMBAKKAM, IN",07-03-2006,,82,90,74
IN020040900,"MADRAS MINAMBAKKAM, IN",08-03-2006,,82,91,73
IN020040900,"MADRAS MINAMBAKKAM, IN",09-03-2006,,83,91,75
IN020040900,"MADRAS MINAMBAKKAM, IN",10-03-2006,,83,91,76
IN020040900,"MADRAS MINAMBAKKAM, IN",11-03-2006,,82,89,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-03-2006,,83,91,76
IN020040900,"MADRAS MINAMBAKKAM, IN",13-03-2006,,84,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",14-03-2006,,83,92,76
IN020040900,"MADRAS MINAMBAKKAM, IN",15-03-2006,,84,93,75
IN020040900,"MADRAS MINAMBAKKAM, IN",16-03-2006,,83,93,76
IN020040900,"MADRAS MINAMBAKKAM, IN",17-03-2006,,84,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",18-03-2006,0,83,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",19-03-2006,,83,92,76
IN020040900,"MADRAS MINAMBAKKAM, IN",20-03-2006,,81,92,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-03-2006,,84,95,73
IN020040900,"MADRAS MINAMBAKKAM, IN",22-03-2006,,84,97,72
IN020040900,"MADRAS MINAMBAKKAM, IN",23-03-2006,,82,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",24-03-2006,,84,99,75
IN020040900,"MADRAS MINAMBAKKAM, IN",25-03-2006,,85,97,77
IN020040900,"MADRAS MINAMBAKKAM, IN",26-03-2006,,85,97,77
IN020040900,"MADRAS MINAMBAKKAM, IN",27-03-2006,,87,102,77
IN020040900,"MADRAS MINAMBAKKAM, IN",28-03-2006,,85,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",29-03-2006,,84,93,77
IN020040900,"MADRAS MINAMBAKKAM, IN",30-03-2006,,85,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",31-03-2006,,85,94,77
IN020040900,"MADRAS MINAMBAKKAM, IN",01-04-2006,,84,97,76
IN020040900,"MADRAS MINAMBAKKAM, IN",02-04-2006,,85,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-04-2006,,85,95,77
IN020040900,"MADRAS MINAMBAKKAM, IN",04-04-2006,,85,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",05-04-2006,,86,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",06-04-2006,,88,99,79
IN020040900,"MADRAS MINAMBAKKAM, IN",07-04-2006,,88,100,80
IN020040900,"MADRAS MINAMBAKKAM, IN",08-04-2006,,87,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-04-2006,,86,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",10-04-2006,,86,95,80
IN020040900,"MADRAS MINAMBAKKAM, IN",11-04-2006,,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",12-04-2006,,88,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",13-04-2006,,88,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",14-04-2006,,85,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",15-04-2006,,86,94,79
IN020040900,"MADRAS MINAMBAKKAM, IN",16-04-2006,,87,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",17-04-2006,,83,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-04-2006,,85,93,76
IN020040900,"MADRAS MINAMBAKKAM, IN",19-04-2006,,87,96,79
IN020040900,"MADRAS MINAMBAKKAM, IN",20-04-2006,,86,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-04-2006,,84,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-04-2006,,85,94,76
IN020040900,"MADRAS MINAMBAKKAM, IN",23-04-2006,,86,97,77
IN020040900,"MADRAS MINAMBAKKAM, IN",24-04-2006,,86,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",25-04-2006,,89,100,78
IN020040900,"MADRAS MINAMBAKKAM, IN",26-04-2006,,90,102,80
IN020040900,"MADRAS MINAMBAKKAM, IN",27-04-2006,,92,108,82
IN020040900,"MADRAS MINAMBAKKAM, IN",28-04-2006,,93,108,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-04-2006,,92,109,83
IN020040900,"MADRAS MINAMBAKKAM, IN",30-04-2006,,92,109,82
IN020040900,"MADRAS MINAMBAKKAM, IN",01-05-2006,,91,105,83
IN020040900,"MADRAS MINAMBAKKAM, IN",02-05-2006,,88,96,83
IN020040900,"MADRAS MINAMBAKKAM, IN",03-05-2006,,86,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-05-2006,,86,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",05-05-2006,,87,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-05-2006,,87,98,82
IN020040900,"MADRAS MINAMBAKKAM, IN",07-05-2006,,87,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",08-05-2006,,88,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",09-05-2006,,89,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",10-05-2006,,90,,82
IN020040900,"MADRAS MINAMBAKKAM, IN",11-05-2006,,92,103,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-05-2006,,92,,83
IN020040900,"MADRAS MINAMBAKKAM, IN",13-05-2006,,89,104,84
IN020040900,"MADRAS MINAMBAKKAM, IN",14-05-2006,,89,104,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-05-2006,,91,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",16-05-2006,,90,105,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-05-2006,,89,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-05-2006,0,84,91,80
IN020040900,"MADRAS MINAMBAKKAM, IN",19-05-2006,,88,104,80
IN020040900,"MADRAS MINAMBAKKAM, IN",20-05-2006,,90,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-05-2006,,91,105,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-05-2006,,92,106,81
IN020040900,"MADRAS MINAMBAKKAM, IN",23-05-2006,,91,105,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-05-2006,,89,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",25-05-2006,,85,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-05-2006,0.59,85,96,76
IN020040900,"MADRAS MINAMBAKKAM, IN",27-05-2006,0,87,95,80
IN020040900,"MADRAS MINAMBAKKAM, IN",28-05-2006,,88,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",29-05-2006,,88,98,80
IN020040900,"MADRAS MINAMBAKKAM, IN",30-05-2006,,88,98,81
IN020040900,"MADRAS MINAMBAKKAM, IN",31-05-2006,,88,101,81
IN020040900,"MADRAS MINAMBAKKAM, IN",01-06-2006,,90,103,
IN020040900,"MADRAS MINAMBAKKAM, IN",02-06-2006,,91,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-06-2006,0.02,88,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-06-2006,0.94,87,97,73
IN020040900,"MADRAS MINAMBAKKAM, IN",05-06-2006,0,87,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",06-06-2006,0.02,86,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",07-06-2006,0.08,88,99,78
IN020040900,"MADRAS MINAMBAKKAM, IN",08-06-2006,0,89,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-06-2006,,89,104,82
IN020040900,"MADRAS MINAMBAKKAM, IN",10-06-2006,,89,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-06-2006,,88,100,82
IN020040900,"MADRAS MINAMBAKKAM, IN",12-06-2006,,89,104,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-06-2006,0.24,86,101,80
IN020040900,"MADRAS MINAMBAKKAM, IN",14-06-2006,0.2,86,99,80
IN020040900,"MADRAS MINAMBAKKAM, IN",15-06-2006,0,88,101,80
IN020040900,"MADRAS MINAMBAKKAM, IN",16-06-2006,,89,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",17-06-2006,,87,99,79
IN020040900,"MADRAS MINAMBAKKAM, IN",18-06-2006,,89,100,83
IN020040900,"MADRAS MINAMBAKKAM, IN",19-06-2006,,88,,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-06-2006,0.02,86,98,77
IN020040900,"MADRAS MINAMBAKKAM, IN",21-06-2006,0,85,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",22-06-2006,,83,99,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-06-2006,,85,96,78
IN020040900,"MADRAS MINAMBAKKAM, IN",24-06-2006,,89,97,76
IN020040900,"MADRAS MINAMBAKKAM, IN",25-06-2006,,89,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",26-06-2006,,86,,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-06-2006,0.16,87,97,79
IN020040900,"MADRAS MINAMBAKKAM, IN",28-06-2006,0.12,84,89,79
IN020040900,"MADRAS MINAMBAKKAM, IN",29-06-2006,0.01,88,96,81
IN020040900,"MADRAS MINAMBAKKAM, IN",30-06-2006,0,89,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",01-07-2006,0,90,98,84
IN020040900,"MADRAS MINAMBAKKAM, IN",02-07-2006,,90,98,84
IN020040900,"MADRAS MINAMBAKKAM, IN",03-07-2006,,89,99,84
IN020040900,"MADRAS MINAMBAKKAM, IN",04-07-2006,,90,99,82
IN020040900,"MADRAS MINAMBAKKAM, IN",05-07-2006,,91,102,80
IN020040900,"MADRAS MINAMBAKKAM, IN",06-07-2006,,91,103,81
IN020040900,"MADRAS MINAMBAKKAM, IN",07-07-2006,,92,102,
IN020040900,"MADRAS MINAMBAKKAM, IN",08-07-2006,,92,103,
IN020040900,"MADRAS MINAMBAKKAM, IN",09-07-2006,,90,103,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-07-2006,,90,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",11-07-2006,,86,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",12-07-2006,,85,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",13-07-2006,2.09,86,98,75
IN020040900,"MADRAS MINAMBAKKAM, IN",14-07-2006,0,86,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",15-07-2006,0.24,88,97,78
IN020040900,"MADRAS MINAMBAKKAM, IN",16-07-2006,0,89,98,82
IN020040900,"MADRAS MINAMBAKKAM, IN",17-07-2006,,87,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",18-07-2006,,89,100,79
IN020040900,"MADRAS MINAMBAKKAM, IN",19-07-2006,,88,101,
IN020040900,"MADRAS MINAMBAKKAM, IN",20-07-2006,,84,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",21-07-2006,,85,94,75
IN020040900,"MADRAS MINAMBAKKAM, IN",22-07-2006,,87,96,
IN020040900,"MADRAS MINAMBAKKAM, IN",23-07-2006,,87,100,
IN020040900,"MADRAS MINAMBAKKAM, IN",24-07-2006,,87,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",25-07-2006,0.02,82,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",26-07-2006,0.08,81,86,
IN020040900,"MADRAS MINAMBAKKAM, IN",27-07-2006,0.16,82,90,
IN020040900,"MADRAS MINAMBAKKAM, IN",28-07-2006,0.39,86,94,74
IN020040900,"MADRAS MINAMBAKKAM, IN",29-07-2006,0,86,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",30-07-2006,,86,97,
IN020040900,"MADRAS MINAMBAKKAM, IN",31-07-2006,,86,98,79
IN020040900,"MADRAS MINAMBAKKAM, IN",01-08-2006,0.08,85,93,78
IN020040900,"MADRAS MINAMBAKKAM, IN",02-08-2006,0,88,94,
IN020040900,"MADRAS MINAMBAKKAM, IN",03-08-2006,,85,95,
IN020040900,"MADRAS MINAMBAKKAM, IN",04-08-2006,,87,96,77
IN020040900,"MADRAS MINAMBAKKAM, IN",05-08-2006,,87,99,79
IN020040900,"MADRAS MINAMBAKKAM, IN",06-08-2006,,86,99,78
IN020040900,"MADRAS MINAMBAKKAM, IN",07-08-2006,0.12,86,99,78
IN020040900,"MADRAS MINAMBAKKAM, IN",08-08-2006,0,85,96,80
IN020040900,"MADRAS MINAMBAKKAM, IN",09-08-2006,0.16,84,98,
IN020040900,"MADRAS MINAMBAKKAM, IN",10-08-2006,0.47,85,,75
